State,County,c0
OK,Bryan,32
OK,Caddo,13
OK,Canadian,125
OK,Carter,41
OK,Cherokee,25
OK,Choctaw,1
OK,Cleveland,344
OK,Coal,0
OK,Comanche,90
OK,Craig,6
OK,Creek,48
OK,Custer,32
OK,Delaware,11
OK,Dewey,1
OK,Ellis,0
OK,Garfield,87
OK,Garvin,2
OK,Grady,20
OK,Grant,0
OK,Greer,0
OK,Harmon,1
OK,Haskell,3
OK,Hughes,5
OK,Jackson,4
OK,Johnston,19
OK,Kay,21
OK,Kingfisher,3
OK,Latimer,0
OK,Le Flore,3
OK,Lincoln,10
OK,Logan,11
OK,Love,1
OK,Major,1
OK,Marshall,0
OK,Mayes,23
OK,Mcclain,23
OK,Mccurtain,0
OK,Mcintosh,9
OK,Murray,3
OK,Muskogee,77
OK,Noble,2
OK,Nowata,20
OK,Okfuskee,1
OK,Oklahoma,"1,244"
OK,Okmulgee,30
OK,Osage,22
OK,Ottawa,8
OK,Pawnee,4
OK,Payne,126
OK,Pittsburg,27
OK,Pontotoc,47
OK,Pottawatomie,78
OK,Pushmataha,2
OK,Rogers,52
OK,Seminole,7
OK,Sequoyah,16
OK,Stephens,33
OK,Texas,5
OK,Tillman,20
OK,Tulsa,875
OK,Wagoner,17
OK,Washington,53
OK,Washita,1
OK,Woods,0
OK,Woodward,2
OR,Baker,4
OR,Benton,53
OR,Clackamas,357
OR,Clatsop,29
OR,Columbia,19
OR,Coos,84
OR,Crook,28
OR,Curry,49
OR,Deschutes,125
OR,Douglas,150
OR,Grant,50
OR,Hood River,29
OR,Jackson,152
OR,Jefferson,31
OR,Josephine,56
OR,Klamath,71
OR,Lake,25
OR,Lane,322
OR,Lincoln,41
OR,Linn,96
OR,Malheur,18
OR,Marion,260
OR,Morrow,50
OR,Multnomah,706
OR,Polk,36
OR,Tillamook,1
OR,Umatilla,68
OR,Union,5
OR,Wallowa,2
OR,Wasco,23
OR,Washington,636
OR,Yamhill,71
PA,Adams,29
PA,Allegheny,"2,535"
PA,Armstrong,49
PA,Beaver,315
PA,Bedford,31
PA,Berks,762
PA,Blair,88
PA,Bradford,4
PA,Bucks,"1,553"
PA,Butler,531
PA,Cambria,190
PA,Cameron,3
PA,Carbon,24
PA,Centre,81
PA,Chester,724
PA,Clarion,21
PA,Clearfield,34
PA,Clinton,5
PA,Columbia,22
PA,Crawford,67
PA,Cumberland,167
PA,Dauphin,376
PA,Delaware,"1,388"
PA,Elk,16
PA,Erie,248
PA,Fayette,105
PA,Franklin,74
PA,Fulton,1
PA,Greene,50
PA,Huntingdon,8
PA,Indiana,159
PA,Jefferson,19
PA,Juniata,2
PA,Lackawanna,247
PA,Lancaster,737
PA,Lawrence,112
PA,Lebanon,63
PA,Lehigh,809
PA,Luzerne,329
PA,Lycoming,76
PA,Mckean,10
PA,Mercer,109
PA,Mifflin,11
PA,Monroe,199
PA,Montgomery,"2,220"
PA,Montour,30
PA,Northampton,372
PA,Northumberland,20
PA,Perry,3
PA,Philadelphia,"3,976"
PA,Pike,38
PA,Potter,0
PA,Schuylkill,76
PA,Snyder,28
PA,Somerset,48
PA,Sullivan,8
PA,Susquehanna,9
PA,Tioga,1
PA,Union,13
PA,Venango,36
PA,Warren,5
PA,Washington,362
PA,Wayne,47
PA,Westmoreland,597
PA,Wyoming,12
PA,York,459
PR,Aguada,0
PR,Aguadilla,0
PR,Aguas Buenas,0
PR,Aibonito,0
PR,Anasco,0
PR,Arecibo,0
PR,Barceloneta,0
PR,Barranquitas,0
PR,Bayamon,0
PR,Cabo Rojo,0
PR,Caguas,0
PR,Camuy,0
PR,Canovanas,0
PR,Carolina,0
PR,Cayey,0
PR,Ceiba,0
PR,Ciales,0
PR,Cidra,0
PR,Coamo,0
PR,Corozal,0
PR,Dorado,0
PR,Fajardo,0
PR,Guanica,0
PR,Guayama,0
PR,Guaynabo,0
PR,Gurabo,0
PR,Hormigueros,0
PR,Humacao,0
PR,Isabela,0
PR,Juana Diaz,0
PR,Juncos,0
PR,Lajas,0
PR,Luquillo,0
PR,Manati,0
PR,Maricao,0
PR,Mayaguez,0
PR,Moca,0
PR,Morovis,0
PR,Naguabo,0
PR,Naranjito,0
PR,Orocovis,0
PR,Patillas,0
PR,Penuelas,0
PR,Ponce,0
PR,Quebradillas,0
PR,Rincon,0
PR,Rio Grande,0
PR,Sabana Grande,0
PR,Salinas,0
PR,San German,0
PR,San Juan,0
PR,San Lorenzo,0
PR,Toa Alta,0
PR,Toa Baja,0
PR,Utuado,0
PR,Vega Alta,0
PR,Vega Baja,0
PR,Villalba,0
PR,Yabucoa,0
PR,Yauco,0
RI,Bristol,16
RI,Kent,95
RI,Newport,57
RI,Providence,430
RI,Washington,97
SC,Aiken,45
SC,Allendale,2
SC,Anderson,171
SC,Barnwell,1
SC,Beaufort,105
SC,Berkeley,147
SC,Charleston,472
SC,Cherokee,14
SC,Chester,3
SC,Chesterfield,1
SC,Clarendon,18
SC,Colleton,30
SC,Darlington,4
SC,Dillon,3
SC,Dorchester,181
SC,Fairfield,9
SC,Florence,29
SC,Georgetown,28
SC,Greenville,585
SC,Greenwood,18
SC,Hampton,9
SC,Horry,160
SC,Jasper,18
SC,Kershaw,4
SC,Lancaster,35
SC,Laurens,5
SC,Lexington,202
SC,Marion,3
SC,Marlboro,2
SC,Mccormick,1
SC,Newberry,2
SC,Oconee,4
SC,Orangeburg,76
SC,Pickens,45
SC,Richland,282
SC,Saluda,14
SC,Spartanburg,248
SC,Sumter,88
SC,Union,21
SC,Williamsburg,1
SC,York,238
SD,Aurora,0
SD,Beadle,0
SD,Bennett,2
SD,Bon Homme,2
SD,Brookings,2
SD,Brown,7
SD,Charles Mix,2
SD,Clay,5
SD,Codington,1
SD,Custer,2
SD,Davison,2
SD,Fall River,0
SD,Hand,0
SD,Hughes,2
SD,Jerauld,2
SD,Jones,3
SD,Kingsbury,4
SD,Lake,4
SD,Lawrence,1
SD,Lincoln,6
SD,Mccook,1
SD,Meade,2
SD,Miner,1
SD,Minnehaha,41
SD,Pennington,13
SD,Perkins,0
SD,Potter,1
SD,Roberts,1
SD,Spink,0
SD,Tripp,1
SD,Turner,1
SD,Union,7
SD,Yankton,7
TN,Anderson,36
TN,Bedford,16
TN,Benton,6
TN,Bledsoe,1
TN,Blount,66
TN,Bradley,46
TN,Campbell,3
TN,Cannon,2
TN,Carroll,7
TN,Carter,6
TN,Cheatham,13
TN,Chester,2
TN,Claiborne,5
TN,Cocke,4
TN,Coffee,49
TN,Crockett,1
TN,Cumberland,17
TN,Davidson,920
TN,Decatur,6
TN,Dekalb,3
TN,Dickson,102
TN,Dyer,16
TN,Fayette,21
TN,Fentress,4
TN,Franklin,2
TN,Gibson,11
TN,Giles,12
TN,Grainger,1
TN,Greene,8
TN,Hamblen,54
TN,Hamilton,257
TN,Hancock,0
TN,Hardeman,4
TN,Hardin,2
TN,Hawkins,3
TN,Haywood,4
TN,Henderson,4
TN,Henry,15
TN,Hickman,8
TN,Humphreys,12
TN,Jefferson,4
TN,Johnson,0
TN,Knox,333
TN,Lauderdale,0
TN,Lawrence,16
TN,Lewis,2
TN,Lincoln,3
TN,Loudon,28
TN,Macon,3
TN,Madison,85
TN,Marion,5
TN,Marshall,23
TN,Maury,95
TN,Mcminn,12
TN,Mcnairy,3
TN,Monroe,12
TN,Montgomery,142
TN,Moore,2
TN,Morgan,2
TN,Obion,6
TN,Overton,5
TN,Perry,2
TN,Polk,20
TN,Putnam,86
TN,Rhea,3
TN,Roane,12
TN,Robertson,55
TN,Rutherford,493
TN,Scott,11
TN,Sequatchie,0
TN,Sevier,60
TN,Shelby,717
TN,Smith,3
TN,Stewart,5
TN,Sullivan,76
TN,Sumner,242
TN,Tipton,19
TN,Trousdale,4
TN,Unicoi,1
TN,Union,3
TN,Warren,3
TN,Washington,49
TN,Wayne,2
TN,Weakley,5
TN,White,8
TN,Williamson,492
TN,Wilson,219
TX,Anderson,23
TX,Andrews,17
TX,Angelina,79
TX,Aransas,20
TX,Atascosa,74
TX,Austin,19
TX,Bailey,1
TX,Bandera,3
TX,Bastrop,87
TX,Bee,13
TX,Bell,438
TX,Bexar,"3,769"
TX,Blanco,8
TX,Bosque,1
TX,Bowie,94
TX,Brazoria,562
TX,Brazos,150
TX,Brewster,0
TX,Brooks,1
TX,Brown,52
TX,Burnet,64
TX,Caldwell,85
TX,Calhoun,12
TX,Callahan,12
TX,Cameron,636
TX,Camp,1
TX,Cass,0
TX,Castro,3
TX,Chambers,10
TX,Cherokee,10
TX,Childress,1
TX,Collin,"2,211"
TX,Colorado,5
TX,Comal,243
TX,Comanche,6
TX,Concho,1
TX,Cooke,46
TX,Coryell,50
TX,Dallas,"8,625"
TX,Dawson,10
TX,De Witt,8
TX,Deaf Smith,2
TX,Delta,0
TX,Denton,"2,414"
TX,Dimmit,7
TX,Dona Ana,0
TX,Donley,1
TX,Duval,1
TX,Eastland,1
TX,Ector,254
TX,El Paso,771
TX,Ellis,279
TX,Erath,24
TX,Fannin,2
TX,Fayette,14
TX,Fort Bend,"1,379"
TX,Franklin,1
TX,Freestone,0
TX,Frio,14
TX,Galveston,362
TX,Garza,0
TX,Gillespie,7
TX,Gonzales,13
TX,Gray,1
TX,Grayson,197
TX,Gregg,145
TX,Grimes,7
TX,Guadalupe,305
TX,Hale,61
TX,Hamilton,1
TX,Hardin,12
TX,Harris,"11,151"
TX,Harrison,52
TX,Hays,272
TX,Henderson,15
TX,Hidalgo,899
TX,Hill,7
TX,Hockley,21
TX,Hood,115
TX,Hopkins,15
TX,Houston,11
TX,Howard,140
TX,Hunt,110
TX,Hutchinson,0
TX,Jack,1
TX,Jackson,7
TX,Jasper,18
TX,Jefferson,261
TX,Jim Hogg,6
TX,Jim Wells,20
TX,Johnson,209
TX,Jones,0
TX,Karnes,15
TX,Kaufman,266
TX,Kendall,64
TX,Kerr,23
TX,Kimble,2
TX,Kinney,6
TX,Kleberg,32
TX,La Salle,8
TX,Lamar,23
TX,Lampasas,2
TX,Lavaca,2
TX,Lee,1
TX,Leon,4
TX,Liberty,62
TX,Limestone,7
TX,Lubbock,419
TX,Madison,3
TX,Marion,0
TX,Matagorda,16
TX,Maverick,44
TX,Mcculloch,2
TX,Mclennan,302
TX,Medina,26
TX,Menard,1
TX,Midland,237
TX,Milam,5
TX,Montague,3
TX,Montgomery,884
TX,Moore,1
TX,Morris,1
TX,Nacogdoches,23
TX,Navarro,33
TX,Nolan,3
TX,Nueces,264
TX,Orange,24
TX,Palo Pinto,17
TX,Panola,0
TX,Parker,98
TX,Parmer,5
TX,Polk,60
TX,Potter,151
TX,Presidio,0
TX,Randall,115
TX,Real,0
TX,Robertson,0
TX,Rockwall,218
TX,Rusk,4
TX,San Augustine,2
TX,San Patricio,19
TX,San Saba,1
TX,Scurry,1
TX,Shackelford,6
TX,Shelby,12
TX,Smith,183
TX,Somervell,5
TX,Starr,99
TX,Stephens,7
TX,Tarrant,"5,915"
TX,Taylor,182
TX,Terry,2
TX,Titus,8
TX,Tom Green,54
TX,Travis,"2,175"
TX,Tyler,3
TX,Upshur,5
TX,Uvalde,9
TX,Val Verde,9
TX,Van Zandt,15
TX,Victoria,57
TX,Walker,57
TX,Waller,41
TX,Ward,9
TX,Washington,15
TX,Webb,305
TX,Wharton,10
TX,Wichita,97
TX,Wilbarger,1
TX,Willacy,31
TX,Williamson,872
TX,Wilson,31
TX,Winkler,1
TX,Wise,18
TX,Wood,6
TX,Young,1
TX,Zapata,5
TX,Zavala,7
UT,Beaver,3
UT,Box Elder,57
UT,Cache,177
UT,Carbon,20
UT,Davis,495
UT,Duchesne,5
UT,Emery,3
UT,Garfield,11
UT,Grand,2
UT,Iron,51
UT,Juab,10
UT,Kane,6
UT,Millard,16
UT,Morgan,9
UT,Rich,6
UT,Salt Lake,"1,838"
UT,San Juan,63
UT,Sanpete,17
UT,Sevier,19
UT,Summit,44
UT,Tooele,71
UT,Uintah,8
UT,Utah,851
UT,Wasatch,29
UT,Washington,151
UT,Wayne,12
UT,Weber,431
VA,Accomack,43
VA,Albemarle,90
VA,Alexandria City,181
VA,Amelia,2
VA,Amherst,6
VA,Appomattox,1
VA,Arlington,242
VA,Augusta,22
VA,Bath,0
VA,Bedford,11
VA,Bland,3
VA,Botetourt,2
VA,Bristol City,0
VA,Brunswick,3
VA,Buckingham,2
VA,Buena Vista City,3
VA,Campbell,1
VA,Caroline,11
VA,Carroll,1
VA,Charles City,1
VA,Charlotte,1
VA,Charlottesville City,0
VA,Chesapeake City,221
VA,Chesterfield,577
VA,Clarke,1
VA,Colonial Heights City,126
VA,Covington City,1
VA,Craig,3
VA,Culpeper,71
VA,Danville City,8
VA,Dickenson,2
VA,Dinwiddie,3
VA,Emporia City,2
VA,Essex,3
VA,Fairfax,0
VA,Fairfax City,"1,869"
VA,Falls Church City,47
VA,Fauquier,67
VA,Floyd,3
VA,Fluvanna,4
VA,Franklin,6
VA,Franklin City,1
VA,Frederick,18
VA,Fredericksburg City,96
VA,Giles,3
VA,Gloucester,31
VA,Goochland,3
VA,Greene,7
VA,Halifax,1
VA,Hampton City,214
VA,Hanover,187
VA,Harrisonburg City,41
VA,Henrico,532
VA,Henry,3
VA,Highland,4
VA,Hopewell City,27
VA,Isle Of Wight,12
VA,James City,93
VA,King George,9
VA,King William,0
VA,Lancaster,0
VA,Lee,0
VA,Lexington City,13
VA,Loudoun,475
VA,Louisa,12
VA,Lunenburg,8
VA,Lynchburg City,22
VA,Madison,3
VA,Manassas City,0
VA,Manassas Park City,131
VA,Martinsville City,0
VA,Mathews,2
VA,Mecklenburg,4
VA,Middlesex,3
VA,Montgomery,71
VA,Nelson,4
VA,New Kent,9
VA,Newport News City,258
VA,Norfolk City,249
VA,Northampton,27
VA,Northumberland,3
VA,Norton City,2
VA,Nottoway,10
VA,Orange,12
VA,Page,2
VA,Petersburg City,19
VA,Pittsylvania,62
VA,Poquoson City,16
VA,Portsmouth City,100
VA,Powhatan,63
VA,Prince Edward,1
VA,Prince George,22
VA,Prince William,738
VA,Pulaski,1
VA,Radford,0
VA,Radford City,1
VA,Rappahannock,1
VA,Richmond,0
VA,Richmond City,196
VA,Roanoke,22
VA,Roanoke City,62
VA,Rockbridge,0
VA,Rockingham,17
VA,Salem,0
VA,Salem City,2
VA,Scott,1
VA,Shenandoah,2
VA,Smyth,6
VA,Southampton,2
VA,Spotsylvania,248
VA,Stafford,178
VA,Staunton City,0
VA,Suffolk City,88
VA,Tazewell,4
VA,Virginia Beach City,698
VA,Warren,32
VA,Washington,2
VA,Waynesboro City,9
VA,Westmoreland,3
VA,Williamsburg City,0
VA,Winchester City,97
VA,Wise,2
VA,York,72
VI,Saint Croix,0
VI,Saint Thomas,0
VT,Addison,7
VT,Bennington,7
VT,Caledonia,0
VT,Chittenden,21
VT,Franklin,25
VT,Grand Isle,0
VT,Lamoille,12
VT,Orleans,6
VT,Rutland,14
VT,Washington,12
VT,Windham,19
VT,Windsor,0
WA,Adams,20
WA,Asotin,24
WA,Benton,93
WA,Chelan,17
WA,Clallam,41
WA,Clark,392
WA,Cowlitz,53
WA,Douglas,7
WA,Ferry,0
WA,Franklin,51
WA,Grant,62
WA,Grays Harbor,41
WA,Island,35
WA,Jefferson,6
WA,King,"2,299"
WA,Kitsap,133
WA,Kittitas,23
WA,Klickitat,1
WA,Lewis,39
WA,Lincoln,2
WA,Mason,20
WA,Okanogan,2
WA,Pacific,8
WA,Pend Oreille,3
WA,Pierce,861
WA,San Juan,1
WA,Skagit,84
WA,Skamania,1
WA,Snohomish,662
WA,Spokane,429
WA,Stevens,30
WA,Thurston,292
WA,Walla Walla,23
WA,Whatcom,122
WA,Whitman,4
WA,Yakima,118
WI,Adams,0
WI,Ashland,4
WI,Barron,12
WI,Bayfield,3
WI,Brown,374
WI,Buffalo,8
WI,Burnett,2
WI,Calumet,18
WI,Chippewa,35
WI,Clark,22
WI,Columbia,21
WI,Crawford,2
WI,Dane,837
WI,Dodge,7
WI,Door,18
WI,Douglas,13
WI,Dunn,20
WI,Eau Claire,87
WI,Fond Du Lac,120
WI,Forest,1
WI,Grant,8
WI,Green,8
WI,Green Lake,6
WI,Iowa,6
WI,Iron,4
WI,Jackson,0
WI,Jefferson,31
WI,Juneau,19
WI,Kenosha,217
WI,La Crosse,84
WI,Lafayette,2
WI,Langlade,0
WI,Lincoln,31
WI,Manitowoc,73
WI,Marathon,161
WI,Marinette,18
WI,Marquette,1
WI,Menominee,0
WI,Milwaukee,"1,774"
WI,Monroe,17
WI,Oconto,37
WI,Oneida,11
WI,Outagamie,348
WI,Ozaukee,91
WI,Pepin,7
WI,Pierce,17
WI,Polk,15
WI,Portage,80
WI,Racine,337
WI,Richland,0
WI,Rock,248
WI,Saint Croix,103
WI,Sauk,15
WI,Sawyer,5
WI,Shawano,41
WI,Sheboygan,71
WI,Taylor,7
WI,Trempealeau,3
WI,Vernon,16
WI,Vilas,2
WI,Walworth,43
WI,Washburn,2
WI,Washington,97
WI,Waukesha,"1,083"
WI,Waupaca,4
WI,Waushara,11
WI,Winnebago,61
WI,Wood,37
WV,Barbour,2
WV,Berkeley,17
WV,Boone,5
WV,Braxton,21
WV,Brooke,4
WV,Cabell,122
WV,Calhoun,2
WV,Clay,6
WV,Doddridge,2
WV,Fayette,24
WV,Gilmer,5
WV,Grant,4
WV,Greenbrier,5
WV,Hampshire,3
WV,Hancock,20
WV,Hardy,10
WV,Harrison,64
WV,Jackson,9
WV,Jefferson,9
WV,Kanawha,135
WV,Lewis,10
WV,Lincoln,31
WV,Logan,13
WV,Marion,14
WV,Marshall,2
WV,Mason,14
WV,Mcdowell,4
WV,Mercer,10
WV,Mineral,8
WV,Mingo,6
WV,Monongalia,42
WV,Monroe,2
WV,Morgan,1
WV,Nicholas,8
WV,Ohio,30
WV,Pendleton,2
WV,Pleasants,1
WV,Pocahontas,14
WV,Preston,10
WV,Putnam,71
WV,Raleigh,25
WV,Randolph,3
WV,Ritchie,2
WV,Summers,1
WV,Taylor,3
WV,Tucker,3
WV,Upshur,16
WV,Wayne,58
WV,Webster,1
WV,Wetzel,1
WV,Wirt,1
WV,Wood,45
WV,Wyoming,1
WY,Albany,3
WY,Big Horn,1
WY,Campbell,0
WY,Carbon,2
WY,Converse,0
WY,Fremont,2
WY,Johnson,0
WY,Laramie,18
WY,Lincoln,7
WY,Natrona,9
WY,Park,7
WY,Sheridan,3
WY,Sublette,1
WY,Sweetwater,8
WY,Teton,8
WY,Uinta,14
Total,,"413,344"